#,Company Name,Status,Location,Verified,Where to apply,Roles,Job Type,Industry,Remarks
246,Bidgely Technologies,Hiring freeze,,,,,,Information Technology,
247,bids and beyond,Hiring freeze,,,,,,Consulting & Services,
248,Big Apps,Hiring,Chennai,No,httpswww.linkedin.comj,Mobile Application ,Full-Time,Information Technology,
249,Big Little Innovations,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Software Eng,Full-Time,Business Software,
250,Big Trunk Communications,Hiring,Mumbai,No,httpswww.linkedin.comj,Affiliate Marketing ,Full-Time,Marketing & Advertising,
251,Bigbasket,Hiring,Bengaluru,No,httpswww.linkedin.comj,Picker & Packer,Full-Time,Consumer Goods,
252,BigLittle Innovations,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Software Eng,Full-Time,Productivity Software,
253,Billennium,Hiring,Pune,No,httpswww.linkedin.comj,SAP ABAP(Data Mig,Full-Time,IT Infrastructure,
254,Binge N Chill,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Social Media Market,Internship,Marketing & Advertising,
255,Biocon Biologics,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Talent Enablement,Full-Time,Others,
256,Biosense Technologies,Hiring freeze,,,,,,Manufacturing,
257,Birlasoft,Hiring,Noida,No,httpswww.linkedin.comj,Informatica Technica,Full-Time,Information Technology,
258,Biz Brolly,Hiring,Noida,No,httpswww.linkedin.comj,IOS Developer,Full-Time,IT Infrastucture,
259,Biz2Credit,Hiring,Noida,No,httpswww.linkedin.comj,Senior Software Eng,Full-Time,Financial Services,
260,Bizongo,Hiring freeze,,,,,,IT Infrastructure,
261,BiztechCS,Hiring freeze,,,,,,IT Infrastructure,
262,Black Turtle India Pvt Ltd,Hiring,Mumbai  Delhi ,,httpsblack-turtle.comca,Consultant, Senior C,Full-Time,Recruitment,
263,Blackboard,Hiring,Chennai,No,httpswww.linkedin.comj,Senior Software Eng,Full-Time,IT Infrastucture,
264,Blackhawk Network,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior Program Ma,Full-Time,Financial Services,
265,blackNgreen,Hiring,Gurgaon,No,httpswww.linkedin.comj,Account Manager,Full-Time,Telecom,
266,Blazonion,Hiring,Charni Road, Mu,,careers@blazonion.com,Graphic Designer,Full-Time,Marketing & Advertising,
267,Bloomreach,Hiring,Bengaluru,No,httpswww.linkedin.comj,Backend Engineer,Full-Time,Business Software,
268,Bloomstack,Hiring,Mumbai,No,httpswww.linkedin.comj,Front End Developer,Full-Time,,
269,Bloomsvilla,Hiring,Hyderabad,No,httpswww.linkedin.comj,Content Writer,Internship,Consumer Services,
270,Blue Digital Media Pvt. Ltd.,Hiring,Noida,No,httpswww.linkedin.comj,Account Manager D,Full-Time,Marketing & Advertising,
271,Blue Ivory Group,Hiring,Noida,No,httpswww.linkedin.comj,Node JS Developer,Full-Time,Information Technology,
272,Blue Optima,Hiring,Gurgaon,No,httpswww.linkedin.comj,Principal Software E,Full-Time,Productivity Software,
273,Bluebirch,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Developer,Full-Time,IT Infrastructure,
274,Bluecore,Hiring,Noida,No,httpswww.linkedin.comj,Frontend Developer,Full-Time,Marketing & Advertising,
275,BlueJeans Network,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Developm,Full-Time,Business Software,
276,BlueOptima,Hiring,Noida,No,httpswww.linkedin.comj,Java Software Engin,Full-Time,Business Software,
277,Blueshift Labs Inc,Hiring freeze,San Francisco, C,,,,,,
278,Bluetown India Pvt limited,Hiring freeze,,,,,,Information Technology,
279,Blume Global,Hiring,Bengaluru,No,httpswww.linkedin.comj,UI Engineer,Full-Time,Business Software,
280,BluSense Technologies,Hiring,Delhi,No,httpswww.linkedin.comj,Backend Developer,Full-Time,IT Infrastucture,
281,BMC Software,Hiring,Pune,No,httpswww.linkedin.comj,Staff Product Develo,Full-Time,IT Infrastucture,
282,BMW Group,Hiring Freeze,,,,,,,
283,BNP Paribas,Hiring,Mumbai,Yes,httpswww.linkedin.comj,Business Analyst,Full-Time,Information Technology,
284,BNY mellon,Hiring,Pune,No,httpswww.linkedin.comj,Multiple Openings,Full-Time,Financial Services,
285,Bobble AI,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Graphic design,Internship,Business Software,
286,Boeing,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Financial and Planni,Full-Time,Aviation,
287,BOIENG,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Financial and Planni,Full-Time,Aviation,
288,BOLD,Hiring,Noida,No,httpswww.linkedin.comj,Software Engineer,Full-Time,Information Technology,
289,Bombay Play,Hiring freeze,India,,,,,Media & Entertainment,Not hiring at present
290,Bonito Designs,Hiring,Bengaluru,No,httpswww.linkedin.comj,Manager- Design O,Full-Time,Creative Arts  Design,
291,Bookmerilab,Hiring freeze,Delhi,,,,,Healthcare,
292,Bookmyshow,Hiring,India,No,httpswww.linkedin.comj,Multiple Openings,Full-Time,Media & Entertainment,
293,Boomlet Media,Hiring,Mumbai,Yes,httpswww.linkedin.comj,Influencer Marketing,Full-Time,Marketing & Advertsing,
294,Boost My Shop India,Hiring,Puducherry,No,httpswww.linkedin.comj,ReactJS FrontEnd D,Full-Time,IT Infrastructure,
295,BOP Group,Hiring,Bengaluru,No,httpswww.linkedin.comj,Lead Talent Partner,Full-Time,Real Estate,
296,BORDA South Asia,Hiring,Bengaluru,No,httpswww.linkedin.comj,Engineer,Full-Time,Social Enterprise,
297,BorgWarner Inc,Hiring,Chennai,No,httpswww.linkedin.comj,SAP Basis & Middle,Full-Time,Automotive,
298,BOSCH,Hiring,Bengaluru,No,httpswww.linkedin.comj,Multiple Openings,Full-Time,IT Infrastructure,
299,Boston Consulting Group,Hiring,Gurgaon, Bangal,No,httpswww.linkedin.comj,Multiple Openings,Full-Time,Consulting & Services,
300,Botserve Technology,Hiring,Gurgaon,No,httpswww.linkedin.comj,Calypso Developer,Full-Time,Information Technology,
301,Boult Audio,Hiring,Delhi,No,httpswww.linkedin.comj,Cinema 4D Artist,Full-Time,Consumer Tech,
302,Bounce,Layoffs,Bengaluru,,,,,Travel & Transportation,httpsgadgets.ndtv.coma
303,BP,Hiring freeze,India,,,,,Energy,
304,BPS World,Hiring,Mumbai,No,httpswww.linkedin.comj,General Manager,Full-Time,Logistics & Supply Chain,
305,BrainGroom,Hiring,Chennai,No,httpswww.linkedin.comj,Software Engineer,Full-Time,Education Tech,
306,Brenntag Ingredients India Pri,Hiring,Gurgaon,No,httpswww.linkedin.comj,Sr. Sales ExecutiveA,Full-Time,Food & Dining,
307,Brick&Bolt,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Backend Developer,Full-Time,E-Commerce,
308,Bridge International Academies,Hiring,Hyderabad,No,httpswww.linkedin.comj,Product Designer (U,Full-Time,Education,
309,BRIDGEi2i analytics solutions,Hiring freeze,Bengaluru,,,,,,
310,Bridgestone,Hiring,Pune,No,httpswww.linkedin.comj,Rewards Analyst,Full-Time,Automotive,
311,Brigade Group,Hiring,Bengaluru,,httpswww.linkedin.comc,Multiple Openings,Full-Time,Real Estate,
312,Bright Money,Hiring,Bengaluru,,httpswww.linkedin.comc,Data Scientist and P,Full-Time,Financial Services,Backend Engineer and Fron
313,Brillare Science Pvt Ltd,Hiring,Ahmedabad,No,httpswww.linkedin.comj,Technical Business ,Full-Time,Consumer Goods,
314,Brillio,Hiring,Bengaluru,No,httpswww.linkedin.comj,Ansible developer,Full-Time,,
315,British High Commission,Hiring,Delhi,,httpswww.linkedin.comc,Senior Economist,Full-Time,Others,
316,British Telecom,Hiring freeze,Gurgaon,,,,,Communications,
317,Broadway Infotech,Hiring freeze,Noida,,,,,IT Infrastucture,
318,BrowserStack,Hiring,Mumbai,No,httpswww.linkedin.comj,Multiple Openings,Full-Time,Business Software,
319,Budding Beats India,Hiring,Delhi,Yes,httpswww.linkedin.comj,Editor In Chief,Full-Time,Publishing,
320,Buildkonnect,Hiring freeze,Hyderabad,,,,,Recruitment,
321,Bureau Veritas Consumer Pro,Hiring,Noida,No,httpswww.linkedin.comj,HR Global Reportin,Full-Time,Consumer Goods,
322,Business Analytics Solutions,Hiring,Andhra Pradesh,No,httpswww.linkedin.comj,Developer,Full-Time,IT Infrastructure,
323,Business Standard,Hiring freeze,India,,,,,,
324,Buyhatke,Hiring freeze,Bengaluru,,,,,Information Technology,
325,Buyogo GmbH,Hiring,Indore,No,httpswww.linkedin.comj,Senior Software Eng,Full-Time,Financial Services,
326,BYD Electronic,Hiring,Chennai,,httpswww.linkedin.comc,Translation Specialists,Full-Time,Consumer Goods,
327,BYJU'S,Hiring,Delhi, Bengaluru,,httpswww.linkedin.comc,Front end and Back,Full-Time,Education Tech,
328,Byte Academy,Hiring freeze,Bengaluru,,,,,,
329,ByteDance,Hiring,Mumbai,No,httpswww.linkedin.comj,Tax Associate,Full-Time,Information Technology,
330,ByteDance - Tiktok,Hiring,Hyderabad India,No,httpswww.linkedin.comj,Talent Acquisition,Full-Time,Information Technology,Company has also posted r
331,C+TC Design Studio,Hiring freeze,Bengaluru,,,,,Architecture  Interior D,
332,Cabie Solutions Pvt Ltd,Hiring freeze,Noida,,,,,Education,
333,Cactus Communications,Hiring,maharashtra,No,httpswww.linkedin.comj,Purchase Lead,Full-Time,KPO  Research Analytics,Company has also posted f
334,CADbro India,Hiring freeze,Mumbai,,,,Full-Time,Business Software,
335,Cadila Pharmaceuticals Limited,Hiring,Ahmedabad,No,httpswww.linkedin.comj,API International Ma,Full-Time,Pharmaceutical,
336,Caliber Point,Hiring,Bengaluru,No,httpswww.linkedin.comj,Relationship Officer,Full-Time,BPO  ITES,
337,Calpro Specialities Pvt Ltd,Hiring,Gurgaon,No,httpswww.linkedin.comj,HR Associate,Full-Time,Food & Dining,
338,Calypso Technology,Hiring,Mumbai,No,httpswww.linkedin.comj,Quantitative Analyst,Full-Time,IT Infrastucture,
339,Camp K12,Hiring freeze,Gurgaon,,,,,Education Tech,
340,Campbell Shipping Company ,Hiring,Mumbai,No,httpswww.linkedin.comj,Manager- Administr,Full-Time,MariTime,
341,Canara HSBC Oriental Bank of,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Manager IT FLUTTE,Full-Time,Financial Services,
342,Candela Labs,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Full Stack Engineer,Full-Time,Business Software,
343,Candid Knots,Hiring freeze,India,,,,,Retail,
344,CanvasJS,Hiring freeze,Bengaluru,,,,,Information Technology,
345,Capco,Hiring freeze,Mumbai,,,,,Financial Services,
346,Capegemini,Hiring,Pune,Yes,httpswww.linkedin.comj,Change Manager,Full-Time,IT Infrastructure,
347,Capgemini,Hiring freeze,Bengaluru,,,,,Information Technology,
348,Capillary Technologies,Hiring freeze,Bengaluru,,,,,Productivity Software,
349,Capita india,Hiring freeze,Pune,,,,,BPO  ITES,
350,Capital Float,Hiring freeze,Bengaluru,,,,,Financial Services,
351,Capital Placement,Hiring freeze,Gurgaon,,,,,Education,
352,CapitalVia Global Research Li,Hiring freeze,Indore,,,,,Financial Services,
353,Captain Tractors Pvt Ltd,Hiring,Maharashtra,No,httpswww.linkedin.comj,State Head - Mahar,Full-Time,Automotive,
354,Caratel Infotech Ltd,Hiring freeze,Hyderabad,,,,,BPO  ITES,
355,Cardlytics,Hiring,Vishakhapatnam,No,httpswww.linkedin.comj,Data Scientists,Full-Time,Marketing & Advertising,
356,CARE Hospitals, Quality CARE,Hiring,Hyderabad,No,httpswww.linkedin.comj,General Manager,Full-Time,Healthcare,
357,Careator Technologies,Hiring,Bengaluru,No,httpswww.linkedin.comj,SQL Data Analyst,Full-Time,IT Infrastucture,
358,Career Net Consulting,Hiring,Bengaluru,,httpswww.hirist.comjl1,Tech Support Engin,Full-Time,Recruitment,
359,Careerist Management Consu,Layoffs,Delhi,,,,,,
360,Caretel Infotech Limited,Hiring freeze,Gurgaon,,,,,BPO  ITES,
361,Cargill,Hiring,Gurgaon,No,httpswww.linkedin.comj,Manager- Sales,Full-Time,Food Processing,
362,Carousell,Hiring,Bengaluru,No,httpswww.linkedin.comj,HRBP,Full-Time,Information Technology,
363,CArrier havc,Hiring,Hyderabad,Yes,httpswww.linkedin.comj,Full Stack Developer,Full-Time,IT Infrastructure,
364,Carrier HVAC,Hiring,Hyderabad,No,httpswww.linkedin.comj,Technology Manager,Full-Time,Engineering,
365,Cars24,Hiring,Lucknow,No,httpswww.linkedin.comj,Senior Manager- Sal,Full-Time,Automotive,Company has also posted f
366,Cartesian Consulting Pvt. Ltd.,Layoffs,Bengaluru, Mum,,,,,Consulting & Services,
367,CarWale,Hiring,Mumbai,,httpswww.carwale.comc,Multiple Openings,Full-Time,Automotive,
368,CasaOne,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Customer Success S,Full-Time,Furniture,
369,Cash Free Technologies,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Engineer,Full-Time,Financial Services,
370,CashFlo,Hiring,Mumbai,,httpswww.linkedin.comc,Multiple Openings,Full-Time,Financial Services,Roles posted way back
371,Cashify,Hiring,Gurgaon,No,httpswww.linkedin.comj,UI Developer,Full-Time,Consumer Tech,
372,Casio India,Hiring,Delhi,No,httpswww.linkedin.comj,Digital Marketing M,Full-Time,Consumer Goods,
373,Castor Biotech,Hiring,Delhi,No,httpswww.linkedin.comj,Area Sales Manager,Full-Time,Pharmaceutical,
374,Caterpillar Inc,Hiring,Bengaluru,No,httpswww.linkedin.comj,Logistics Analyst,Full-Time,Engineering,
375,Catterpillar Technologies,Layoffs,Bengaluru,,,,,Business Software,
376,Cavinkare Private Limited,Hiring freeze,,,,,,Consumer Goods,
377,Cavli Wireless,Hiring,Mumbai,No,httpswww.linkedin.comj,Business Developm,Full-Time,Information Technology,
378,CBay System Pvt. Ltd,Hiring,Mumbai,No,httpswww.linkedin.comj,Business Developm,Full-Time,Marketing & Advertising,
379,Cbay Systems Pvt Ltd,Hiring,Greater Noida,,httpswww.linkedin.comc,Multiple Openings,Full-Time,BPO  ITES,
380,CBRE,Hiring,Delhi, Gurgaon, ,No,httpswww.linkedin.comj,Multiple Openings,Full-Time,Real Estate,
381,CDK Global,Hiring,Pune,No,httpswww.linkedin.comj,Software Engineer I,Full-Time,Business Software,
382,Ceat Limited,Hiring,Gandhidham,No,httpswww.linkedin.comj,Territory Leader,Full-Time,Automotive,
383,Ceequence Technologies,Hiring,Noida,No,httpswww.linkedin.comj,Software Developer,Full-Time,Marketing & Advertising,
384,Ceipal,Hiring,Hyderabad,No,httpswww.linkedin.comj,BD Representative,Full-Time,Business Software,
385,Celerix Technologies,Hiring Freeze,Bengaluru,,,,,IT Infrastructure,
386,Cella,Hiring,Remote,No,httpswww.linkedin.comj,Marketing Analyst,Full-Time,Recruitment,
387,CellPoint Digital,Hiring,Pune,No,httpswww.linkedin.comj,Lead PHP Developer,Full-Time,IT Infrastucture,
388,Centelon,Hiring,Pune,No,httpswww.linkedin.comj,Digital Product Man,Full-Time,IT Infrastructure,
389,Central Research Laboratory-,Hiring,Bengaluru,Yes,httpswww.linkedin.comj,Business Developm,Full-Time,KPO  Research Analytics,
390,Centre for Online Dispute Res,Hiring,Bengaluru,No,httpswww.linkedin.comj,AWS Developer,Full-Time,Legal,
391,Centre for Social Impact and ,Hiring,India,,httpcsip.ashoka.edu.inc,Communications M,Full-Time,NGO  Social Services,
392,Centrient Pharmaceuticals,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Global Lead automa,Full-Time,Pharmaceautical,
393,CENTUM,Hiring freeze,Delhi,,,,,Manufacturing,
394,Centum Electronics Ltd,Hiring freeze,Bengaluru,,,,,Manufacturing,
395,Century Link,Hiring,Bengaluru,No,httpswww.linkedin.comj,UI - VueJS Developer,Full-Time,IT Infrastucture,
396,Cepheid,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Design En,Full-Time,Healthcare,
397,Cephied,Hiring,Gurugram,No,httpswww.linkedin.comj,Marketing Manager,Full-Time,Healthcare,
398,Ceragon Networks,Hiring,Delhi,No,httpswww.linkedin.comj,HR Generalist,Full-Time,Telecom,
399,CEREBULB,Hiring,Ahmedabad,Yes,httpswww.linkedin.comj,Python Developer,Full-Time,IT Infrastructure,
400,Cerence Inc,Hiring,Pune,No,httpswww.linkedin.comj,Senior Software Eng,Full-Time,Automotive,
401,Cerner Corporation,Hiring,Bengaluru,No,httpswww.linkedin.comj,Senior UX Designer,Full-Time,Information Technology,
402,CGI,Hiring,Bengaluru, Hyde,No,httpswww.linkedin.comj,Multiple Openings,Full-Time,Consulting & Services,Onsite Opportunities
403,Chaipoint,Hiring freeze,Bengaluru, Karn,,,,,Food & Dining,
404,Chalo,Hiring,Mumbai,No,httpswww.linkedin.comj,Engineering Manager,Full-Time,IT Infrastructure,
405,Champs Tech Solutions,Hiring,Navi Mumbai,,httpswww.hirist.comjde,DevOps Engineer - T,Full-Time,IT Infrastructure,
406,Channel Play Limited,Hiring,Gurgaon,No,httpswww.linkedin.comj,Sales Coordinator,Full-Time,Marketing & Advertising,
407,Channelplay,Layoffs,Gurgaon,No,httpswww.linkedin.comj,Multiple Openings,Full-Time,Marketing & Advertising,
408,Channelplay Limited,Hiring,Gurugram,Yes,httpswww.linkedin.comj,QUality Check execu,Full-Time,IT Infrastructure,
409,Chargeback Gurus,Hiring,Chennai,No,httpswww.linkedin.comj,Technical Project Ma,Full-Time,Financial Services,
410,Chargebee,Hiring,Chennai,No,httpswww.linkedin.comj,Account Manager - ,Full-Time,Business Software,
411,ChargePoint,Hiring,Gurgaon,Yes,httpswww.linkedin.comj,Application QA Engi,Full-Time,Automotive,
412,Charmboard,Hiring freeze,Bengaluru,,,,,Media & Entertainment,Highly paid roles are asked
413,Chase,Hiring,Bengaluru,No,httpswww.linkedin.comj,Software Engineer,Full-Time,Financial Services,
414,Chatly,Hiring,Chennai,No,httpswww.linkedin.comj,Digital Marketing S,Full-Time,Information Technology,
415,Checkbox,Hiring,Noida,No,httpswww.linkedin.comj,Software Developer,Full-Time,Business Software,
416,Chegg Inc.,Hiring,Delhi,No,httpswww.linkedin.comj,Multiple Openings,Full-Time,Education Tech,Please visit the link mentio
417,Chembond Chemicals Ltd,Hiring,Mumbai,,httpcareers.chembondin,Manager SAP, Grou,Full-Time,Chemicals  PetroChemi,
418,Chi Networks,Hiring,Delhi,No,httpswww.linkedin.comj,Dot Net Developer,Full-Time,Information Technology,
419,Chien Technologies Pvt Ltd,Hiring freeze,Mumbai,,,,,Consumer Services,
420,Chilton Refrigeration Pvt Ltd,Hiring,Ahmedabad , Ko,,httpchiltonindia.comcar,Regional Sales Man,Full-Time,Manufacturing,
421,CHLEAR,Hiring freeze,Bengaluru,,,,,Marketing & Advertising,
422,Chqbook.com,Hiring freeze,Gurgaon,,,,,Financial Services,
423,Chrisel Technolab,Hiring,Mumbai,,httpswww.hirist.comjch,Mobile App Develo,Full-Time,IT Infrastructure,
424,Chubb,Hiring freeze,Hyderabad,,,,,Financial Services,
425,Churchill & Company,Hiring,DelhiGurgaon,,info@churchillshoes.com,Digital content strat,Part-Time,Retail,Churchill & Company is a D
426,Ciel Belgium,Hiring freeze,Bengaluru,,,,,Business Software,
427,Ciena,Hiring,Gurgaon,No,httpswww.linkedin.comj,Principal Software E,Full-Time,Telecom,
428,Cigna,Hiring,Bengaluru,No,httpswww.linkedin.comj,Relationship Manager,Full-Time,WellnessFitnessSports,
429,CIGNEX Datamatics,Hiring,Ahmedabad,No,httpswww.linkedin.comj,Java Springboot De,Full-Time,IT Infrastucture,
430,Cinta Medtech,Hiring,Mumbai,No,httpswww.linkedin.comj,Android Developer,Full-Time,WellnessFitnessSports,
431,Cipla,Hiring freeze,,,,,,Healthcare,
432,Cisco Systems,Hiring,Bengaluru, Noid,,httpswww.linkedin.comc,Multiple openings,Full-Time,Business Software,Company has also posted 
433,CISO Cybersecurity Pvt. Ltd,Hiring,Gurugram,No,httpswww.linkedin.comj,Sales Executive,Full-Time,Business Software,
434,Citi,Hiring freeze,Pune,,,,,Financial Services,
435,Citi Bank,Hiring,Chennai,No,httpswww.linkedin.comj,Business Associate,Full-Time,Financial Services,
436,CITRIX,Hiring,Bengaluru,No,httpswww.linkedin.comj,Lead Enterprise Sup,Full-Time,Business Software,
437,Citrus Hotels,Offer Resci,Mumbai,,,,,Hospitality,
438,CityMall,Hiring freeze,,,,,,Consumer Services,If you are looking for intern
439,CK Birla Hospital,Hiring freeze,Gurgaon,,,,,Healthcare,
440,CK-12 Foundation,Hiring,Bengaluru,No,httpswww.linkedin.comj,Front End Engineer,Full-Time,Education,
441,Clairvoyant LCC,Hiring,Pune,Yes,httpswww.linkedin.comj,Big Data Developer,Full-Time,IT Infrastructure,
442,Clairvoyant LLC,Hiring freeze,Bengaluru,,,,,IT Infrastructure,
443,Clariant,Hiring,Airoli,No,httpswww.linkedin.comj,Recruitment Specialist,Full-Time,Chemicals  PetroChemi,
444,Clarisights,Layoffs,Bengaluru,,,,,Business Software,
445,Clarivate,Hiring,Hyderabad,No,httpswww.linkedin.comj,Sales Compensation,Full-Time,Productivity Software,
446,Clean Energy Associates,Hiring,New Delhi,Yes,httpswww.linkedin.comj,Business Intelligenc,Full-Time,Energy,
447,Clear Tax,Hiring freeze,India,,,,,Business Software,
448,Clear trip,Hiring,Bengaluru,No,httpswww.linkedin.comj,Finance Manager,Full-Time,Tourism,
449,ClearTax India,Hiring,Bengaluru,No,httpswww.linkedin.comj,Front End Engineer,Full-Time,Business Software,
450,Cleartrip.com,Hiring freeze,Bengaluru,,,Manager- Corporat,Full-Time,Tourism,
451,Clearwater Analytics,Hiring,Noida,Yes,httpswww.linkedin.comj,Senior Java Softwar,Full-Time,Business Software,
452,Clevertap,Layoffs,India,,,,,Marketing & Advertising,
453,Click2Cloud Inc,Hiring,Nagpur,No,httpswww.linkedin.comj,Software Engineer,Full-Time,IT Infrastructure,
454,Clifford Chance,Hiring freeze,Delhi,,,,,Legal,
455,Clinton Health Access Initiativ,Hiring,Delhi,No,httpswww.linkedin.comj,Technical Lead, Cerv,Full-Time,NGO  Social Services,
456,CloseQuest Inc.,Hiring,Pune,Yes,httpswww.linkedin.comj,Java Backend Softw,Full-Time,IT Infrastructure,
